,Time,FreestreamWindSpeed,FreestreamWindDir,TurbineWindSpeeds_0,TurbineWindDirs_0,TurbineTurbIntens_0,YawAngles_0,AxIndFactors_0,TurbineWindSpeeds_1,TurbineWindDirs_1,TurbineTurbIntens_1,YawAngles_1,AxIndFactors_1
0,0.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
1,1.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
2,2.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
3,3.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
4,4.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
5,5.0,12.0,290.0,12.0,20.0,0.06,0.0,0.0,8.0,20.0,0.06,0.0,0.67
