,Time,FreestreamWindSpeed,FreestreamWindDir,TurbineWindSpeeds_0,TurbineWindDirs_0,TurbineTurbIntens_0,YawAngles_0,AxIndFactors_0,TurbineWindSpeeds_1,TurbineWindDirs_1,TurbineTurbIntens_1,YawAngles_1,AxIndFactors_1
0,0.0,10.246480788206584,263.4816658028546,10.246480788206584,-6.51833419714535,0.06,0.0,0.22,8.0,-6.51833419714535,0.06,7.5,0.33
1,1.0,10.244991667230627,278.03114851178816,10.244991667230627,8.03114851178816,0.06,0.0,0.22,8.0,8.03114851178816,0.06,7.5,0.33
2,2.0,10.243443352524178,297.3948855158106,10.243443352524178,27.394885515810586,0.06,0.0,0.22,8.0,27.394885515810586,0.06,7.5,0.33
3,3.0,9.89987668101192,273.65732525745665,9.89987668101192,3.657325257456648,0.06,0.0,0.22,8.0,3.657325257456648,0.06,7.5,0.33
4,4.0,9.193659176546817,290.28481278434657,9.193659176546817,20.28481278434657,0.06,0.0,0.22,8.0,20.28481278434657,0.06,7.5,0.33
5,5.0,8.987661677024365,271.3220434522227,8.987661677024365,1.3220434522227151,0.06,0.0,0.22,8.0,1.3220434522227151,0.06,7.5,0.33
6,6.0,8.669155030222514,277.6719999242373,8.669155030222514,7.671999924237298,0.06,0.0,0.22,8.0,7.671999924237298,0.06,7.5,0.33
7,7.0,10.407044573121627,311.0874736335097,10.407044573121627,41.08747363350972,0.06,0.0,0.22,8.0,41.08747363350972,0.06,7.5,0.33
8,8.0,10.491720924471519,250.99410858456076,10.491720924471519,-19.005891415439237,0.06,0.0,0.22,8.0,-19.005891415439237,0.06,7.5,0.33
9,9.0,9.54137890317807,271.1400377874576,9.54137890317807,1.1400377874575724,0.06,0.0,0.22,8.0,1.1400377874575724,0.06,7.5,0.33
10,10.0,10.977167231241626,266.4469507314346,10.977167231241626,-3.5530492685654735,0.06,0.0,0.22,8.0,-3.5530492685654735,0.06,7.5,0.33
11,11.0,9.680772251229321,263.4599604321296,9.680772251229321,-6.540039567870394,0.06,0.0,0.22,8.0,-6.540039567870394,0.06,7.5,0.33
12,12.0,9.90135547733567,283.70156423676985,9.90135547733567,13.701564236769855,0.06,0.0,0.22,8.0,13.701564236769855,0.06,7.5,0.33
13,13.0,9.193529683871688,281.70113986931017,9.193529683871688,11.701139869310168,0.06,0.0,0.22,8.0,11.701139869310168,0.06,7.5,0.33
