,Time,FreestreamWindSpeed,FreestreamWindDir,TurbineWindSpeeds_0,TurbineWindDirs_0,TurbineTurbIntens_0,YawAngles_0,AxIndFactors_0,TurbineWindSpeeds_1,TurbineWindDirs_1,TurbineTurbIntens_1,YawAngles_1,AxIndFactors_1
0,0.0,7.868749666950952,275.239597221764,7.868749666950952,5.239597221763972,0.06,7.5,0.33,8.0,5.239597221763972,0.06,0.0,0.44
1,1.0,8.277965937643856,298.3273335236473,8.277965937643856,28.327333523647326,0.06,7.5,0.33,8.0,28.327333523647326,0.06,0.0,0.44
2,2.0,7.695814531088575,310.49552816876803,7.695814531088575,40.49552816876803,0.06,7.5,0.33,8.0,40.49552816876803,0.06,0.0,0.44
3,3.0,8.26421136283649,292.2594732104474,8.26421136283649,22.259473210447425,0.06,7.5,0.33,8.0,22.259473210447425,0.06,0.0,0.44
4,4.0,8.476910659906075,301.41918328539504,8.476910659906075,31.419183285395036,0.06,7.5,0.33,8.0,31.419183285395036,0.06,0.0,0.44
5,5.0,8.362481992067408,314.7761887943302,8.362481992067408,44.77618879433021,0.06,7.5,0.33,8.0,44.77618879433021,0.06,0.0,0.44
6,6.0,7.57178438514509,273.6618109212874,7.57178438514509,3.6618109212873833,0.06,7.5,0.33,8.0,3.6618109212873833,0.06,0.0,0.44
7,7.0,7.818316522147119,304.41870972703344,7.818316522147119,34.418709727033445,0.06,7.5,0.33,8.0,34.418709727033445,0.06,0.0,0.44
8,8.0,7.956682377005297,285.5280356995214,7.956682377005297,15.52803569952141,0.06,7.5,0.33,8.0,15.52803569952141,0.06,0.0,0.44
9,9.0,8.13656024521906,264.79875643060257,8.13656024521906,-5.201243569397434,0.06,7.5,0.33,8.0,-5.201243569397434,0.06,0.0,0.44
10,10.0,8.071955999983476,304.6713960158122,8.071955999983476,34.671396015812206,0.06,7.5,0.33,8.0,34.671396015812206,0.06,0.0,0.44
11,11.0,8.434254375737538,266.355666997412,8.434254375737538,-3.6443330025879277,0.06,7.5,0.33,8.0,-3.6443330025879277,0.06,0.0,0.44
12,12.0,8.645184445826311,296.4100106265044,8.645184445826311,26.410010626504402,0.06,7.5,0.33,8.0,26.410010626504402,0.06,0.0,0.44
13,13.0,7.996989744437347,279.90184094929367,7.996989744437347,9.901840949293671,0.06,7.5,0.33,8.0,9.901840949293671,0.06,0.0,0.44
14,14.0,8.45658487414207,288.1670882077715,8.45658487414207,18.167088207771485,0.06,7.5,0.33,8.0,18.167088207771485,0.06,0.0,0.44
15,15.0,8.079653242186863,320.58468778161284,8.079653242186863,50.58468778161284,0.06,7.5,0.33,8.0,50.58468778161284,0.06,0.0,0.44
16,16.0,8.352310921154867,296.2642611196551,8.352310921154867,26.26426111965509,0.06,7.5,0.33,8.0,26.26426111965509,0.06,0.0,0.44
17,17.0,7.7871362676055895,269.23961744517055,7.7871362676055895,-0.760382554829448,0.06,7.5,0.33,8.0,-0.760382554829448,0.06,0.0,0.44
18,18.0,7.644937772114577,288.29241446491915,7.644937772114577,18.292414464919148,0.06,7.5,0.33,8.0,18.292414464919148,0.06,0.0,0.44
19,19.0,7.8213073267905076,289.50328216016237,7.8213073267905076,19.50328216016237,0.06,7.5,0.33,8.0,19.50328216016237,0.06,0.0,0.44
20,20.0,7.377458829535346,297.8768571971879,7.377458829535346,27.876857197187917,0.06,7.5,0.33,8.0,27.876857197187917,0.06,0.0,0.44
21,21.0,8.793617749827924,307.4528256675361,8.793617749827924,37.4528256675361,0.06,7.5,0.33,8.0,37.4528256675361,0.06,0.0,0.44
22,22.0,7.494371423813255,315.01625045083483,7.494371423813255,45.01625045083483,0.06,7.5,0.33,8.0,45.01625045083483,0.06,0.0,0.44
23,23.0,7.99903193788305,294.4705139485937,7.99903193788305,24.47051394859369,0.06,7.5,0.33,8.0,24.47051394859369,0.06,0.0,0.44
24,24.0,8.123842902020241,263.81444463892024,8.123842902020241,-6.185555361079764,0.06,7.5,0.33,8.0,-6.185555361079764,0.06,0.0,0.44
25,25.0,8.349885510552024,290.9165945759054,8.349885510552024,20.91659457590538,0.06,7.5,0.33,8.0,20.91659457590538,0.06,0.0,0.44
26,26.0,7.421399001200969,296.1108107781031,7.421399001200969,26.110810778103087,0.06,7.5,0.33,8.0,26.110810778103087,0.06,0.0,0.44
27,27.0,7.424429967774455,273.24637941395486,7.424429967774455,3.2463794139548554,0.06,7.5,0.33,8.0,3.2463794139548554,0.06,0.0,0.44
28,28.0,7.455339761380028,298.8882968406055,7.455339761380028,28.888296840605506,0.06,7.5,0.33,8.0,28.888296840605506,0.06,0.0,0.44
29,29.0,7.958248202246562,287.94766175222253,7.958248202246562,17.94766175222253,0.06,7.5,0.33,8.0,17.94766175222253,0.06,0.0,0.44
30,30.0,7.6571702174726175,309.1299214023785,7.6571702174726175,39.1299214023785,0.06,7.5,0.33,8.0,39.1299214023785,0.06,0.0,0.44
31,31.0,8.285710409075081,302.6265404370637,8.285710409075081,32.62654043706368,0.06,7.5,0.33,8.0,32.62654043706368,0.06,0.0,0.44
32,32.0,8.884345783472732,272.12017178396485,8.884345783472732,2.1201717839648495,0.06,7.5,0.33,8.0,2.1201717839648495,0.06,0.0,0.44
33,33.0,7.607122244088205,301.1035215125416,7.607122244088205,31.10352151254159,0.06,7.5,0.33,8.0,31.10352151254159,0.06,0.0,0.44
34,34.0,8.236262303121189,290.70991308515823,8.236262303121189,20.709913085158234,0.06,7.5,0.33,8.0,20.709913085158234,0.06,0.0,0.44
35,35.0,7.701029524938096,274.34230513372046,7.701029524938096,4.342305133720458,0.06,7.5,0.33,8.0,4.342305133720458,0.06,0.0,0.44
36,36.0,7.7888658427787245,300.0871263112346,7.7888658427787245,30.087126311234613,0.06,7.5,0.33,8.0,30.087126311234613,0.06,0.0,0.44
37,37.0,7.951493277216283,252.73155058756907,7.951493277216283,-17.268449412430982,0.06,7.5,0.33,8.0,-17.268449412430982,0.06,0.0,0.44
38,38.0,8.596464972673676,269.6815467993455,8.596464972673676,-0.3184532006545169,0.06,7.5,0.33,8.0,-0.3184532006545169,0.06,0.0,0.44
39,39.0,7.566779438756667,289.39060012480354,7.566779438756667,19.39060012480354,0.06,7.5,0.33,8.0,19.39060012480354,0.06,0.0,0.44
40,40.0,8.09081635694648,271.8508739778475,8.09081635694648,1.8508739778475274,0.06,7.5,0.33,8.0,1.8508739778475274,0.06,0.0,0.44
41,41.0,8.31107941580509,304.05881833675437,8.31107941580509,34.05881833675437,0.06,7.5,0.33,8.0,34.05881833675437,0.06,0.0,0.44
42,42.0,8.207071801952694,291.254641130838,8.207071801952694,21.254641130838024,0.06,7.5,0.33,8.0,21.254641130838024,0.06,0.0,0.44
43,43.0,8.189836083467073,298.4722381162079,8.189836083467073,28.472238116207905,0.06,7.5,0.33,8.0,28.472238116207905,0.06,0.0,0.44
44,44.0,8.274884419107256,270.39236946227624,8.274884419107256,0.3923694622762355,0.06,7.5,0.33,8.0,0.3923694622762355,0.06,0.0,0.44
45,45.0,7.963894810165854,271.24403358414224,7.963894810165854,1.2440335841422439,0.06,7.5,0.33,8.0,1.2440335841422439,0.06,0.0,0.44
46,46.0,8.042177826369505,277.7055201717331,8.042177826369505,7.705520171733099,0.06,7.5,0.33,8.0,7.705520171733099,0.06,0.0,0.44
47,47.0,7.768012824754399,297.47299929490583,7.768012824754399,27.472999294905833,0.06,7.5,0.33,8.0,27.472999294905833,0.06,0.0,0.44
48,48.0,8.161433892860531,291.91640740075877,8.161433892860531,21.91640740075877,0.06,7.5,0.33,8.0,21.91640740075877,0.06,0.0,0.44
49,49.0,8.45084487525192,299.65854902377447,8.45084487525192,29.65854902377447,0.06,7.5,0.33,8.0,29.65854902377447,0.06,0.0,0.44
50,50.0,7.875366974615834,297.44659841989204,7.875366974615834,27.44659841989204,0.06,7.5,0.33,8.0,27.44659841989204,0.06,0.0,0.44
51,51.0,8.201283739752581,304.6306983244261,8.201283739752581,34.63069832442608,0.06,7.5,0.33,8.0,34.63069832442608,0.06,0.0,0.44
52,52.0,7.459500673604714,272.3594280771052,7.459500673604714,2.3594280771051785,0.06,7.5,0.33,8.0,2.3594280771051785,0.06,0.0,0.44
53,53.0,7.318421899501678,290.6394161328299,7.318421899501678,20.639416132829922,0.06,7.5,0.33,8.0,20.639416132829922,0.06,0.0,0.44
