,Time,FreestreamWindSpeed,FreestreamWindDir,TurbineWindSpeeds_0,TurbineWindDirs_0,TurbineTurbIntens_0,YawAngles_0,AxIndFactors_0,TurbineWindSpeeds_1,TurbineWindDirs_1,TurbineTurbIntens_1,YawAngles_1,AxIndFactors_1
0,0.0,8.113807308619469,269.0859713467699,8.113807308619469,-0.9140286532301616,0.06,0.0,0.33,8.0,-0.9140286532301616,0.06,15.0,0.22
1,1.0,8.136146873935486,288.14861512546776,8.136146873935486,18.148615125467757,0.06,0.0,0.33,8.0,18.148615125467757,0.06,15.0,0.22
2,2.0,7.5966578364611,323.4223654419729,7.5966578364611,53.422365441972886,0.06,0.0,0.33,8.0,53.422365441972886,0.06,15.0,0.22
3,3.0,7.97224608557115,282.6446214159421,7.97224608557115,12.644621415942083,0.06,0.0,0.33,8.0,12.644621415942083,0.06,15.0,0.22
4,4.0,8.336604539548734,263.6168871405991,8.336604539548734,-6.383112859400853,0.06,0.0,0.33,8.0,-6.383112859400853,0.06,15.0,0.22
5,5.0,7.697757758830961,303.18615631322365,7.697757758830961,33.18615631322365,0.06,0.0,0.33,8.0,33.18615631322365,0.06,15.0,0.22
6,6.0,7.60839046651538,283.6744798910985,7.60839046651538,13.674479891098485,0.06,0.0,0.33,8.0,13.674479891098485,0.06,15.0,0.22
7,7.0,8.086779714191922,302.4113491207813,8.086779714191922,32.411349120781324,0.06,0.0,0.33,8.0,32.411349120781324,0.06,15.0,0.22
8,8.0,8.480406439870034,297.7872447553053,8.480406439870034,27.787244755305323,0.06,0.0,0.33,8.0,27.787244755305323,0.06,15.0,0.22
9,9.0,7.828844562529399,304.9286426439452,7.828844562529399,34.92864264394518,0.06,0.0,0.33,8.0,34.92864264394518,0.06,15.0,0.22
10,10.0,8.281370788739821,295.53504816390586,8.281370788739821,25.535048163905856,0.06,0.0,0.33,8.0,25.535048163905856,0.06,15.0,0.22
11,11.0,7.939846080560179,260.053030728221,7.939846080560179,-9.946969271778926,0.06,0.0,0.33,8.0,-9.946969271778926,0.06,15.0,0.22
12,12.0,7.209423806247495,286.95046872379993,7.209423806247495,16.95046872379993,0.06,0.0,0.33,8.0,16.95046872379993,0.06,15.0,0.22
13,13.0,8.083028260824195,288.81189230163733,8.083028260824195,18.81189230163733,0.06,0.0,0.33,8.0,18.81189230163733,0.06,15.0,0.22
14,14.0,8.010884428706364,305.3643568763775,8.010884428706364,35.364356876377485,0.06,0.0,0.33,8.0,35.364356876377485,0.06,15.0,0.22
15,15.0,8.369575505803876,287.25093018991424,8.369575505803876,17.250930189914243,0.06,0.0,0.33,8.0,17.250930189914243,0.06,15.0,0.22
16,16.0,7.817759097854435,291.21860830896054,7.817759097854435,21.21860830896054,0.06,0.0,0.33,8.0,21.21860830896054,0.06,15.0,0.22
17,17.0,8.560748981175292,308.4149058354444,8.560748981175292,38.414905835444415,0.06,0.0,0.33,8.0,38.414905835444415,0.06,15.0,0.22
18,18.0,7.5088574779630575,278.2242762319383,7.5088574779630575,8.22427623193829,0.06,0.0,0.33,8.0,8.22427623193829,0.06,15.0,0.22
19,19.0,8.595352964422299,294.0636328535227,8.595352964422299,24.063632853522677,0.06,0.0,0.33,8.0,24.063632853522677,0.06,15.0,0.22
20,20.0,8.531800629744723,299.70261049989574,8.531800629744723,29.70261049989574,0.06,0.0,0.33,8.0,29.70261049989574,0.06,15.0,0.22
21,21.0,7.818801940618774,267.3908610688041,7.818801940618774,-2.6091389311959574,0.06,0.0,0.33,8.0,-2.6091389311959574,0.06,15.0,0.22
22,22.0,7.818835891613579,280.92368739468554,7.818835891613579,10.923687394685544,0.06,0.0,0.33,8.0,10.923687394685544,0.06,15.0,0.22
23,23.0,8.929799944836327,272.61157055732326,8.929799944836327,2.6115705573232617,0.06,0.0,0.33,8.0,2.6115705573232617,0.06,15.0,0.22
24,24.0,7.709174955765243,306.7473696028163,7.709174955765243,36.74736960281632,0.06,0.0,0.33,8.0,36.74736960281632,0.06,15.0,0.22
25,25.0,7.768964856196561,282.74180519880144,7.768964856196561,12.741805198801444,0.06,0.0,0.33,8.0,12.741805198801444,0.06,15.0,0.22
26,26.0,8.070031488104043,299.20956510816234,8.070031488104043,29.209565108162337,0.06,0.0,0.33,8.0,29.209565108162337,0.06,15.0,0.22
27,27.0,7.699973166127853,294.0536308653705,7.699973166127853,24.053630865370508,0.06,0.0,0.33,8.0,24.053630865370508,0.06,15.0,0.22
28,28.0,7.591363404123035,288.3053309041595,7.591363404123035,18.30533090415952,0.06,0.0,0.33,8.0,18.30533090415952,0.06,15.0,0.22
29,29.0,7.986858700240813,284.74624011357645,7.986858700240813,14.746240113576448,0.06,0.0,0.33,8.0,14.746240113576448,0.06,15.0,0.22
30,30.0,8.539573564753821,285.019060126425,8.539573564753821,15.019060126425018,0.06,0.0,0.33,8.0,15.019060126425018,0.06,15.0,0.22
31,31.0,9.048878359281417,285.1157378641611,9.048878359281417,15.115737864161076,0.06,0.0,0.33,8.0,15.115737864161076,0.06,15.0,0.22
32,32.0,8.444363779577367,284.5521965086035,8.444363779577367,14.552196508603515,0.06,0.0,0.33,8.0,14.552196508603515,0.06,15.0,0.22
33,33.0,8.34805302878715,280.97703975719844,8.34805302878715,10.97703975719844,0.06,0.0,0.33,8.0,10.97703975719844,0.06,15.0,0.22
34,34.0,6.842753110613691,326.51968133640867,6.842753110613691,56.51968133640867,0.06,0.0,0.33,8.0,56.51968133640867,0.06,15.0,0.22
35,35.0,7.819751081540234,301.10462583046797,7.819751081540234,31.104625830467967,0.06,0.0,0.33,8.0,31.104625830467967,0.06,15.0,0.22
36,36.0,7.754928969396056,279.3330385401921,7.754928969396056,9.333038540192092,0.06,0.0,0.33,8.0,9.333038540192092,0.06,15.0,0.22
37,37.0,8.327351894538358,282.84962327363206,8.327351894538358,12.849623273632062,0.06,0.0,0.33,8.0,12.849623273632062,0.06,15.0,0.22
38,38.0,7.7338718894342,306.206701648032,7.7338718894342,36.20670164803198,0.06,0.0,0.33,8.0,36.20670164803198,0.06,15.0,0.22
39,39.0,8.026847776150285,314.8480977250918,8.026847776150285,44.848097725091804,0.06,0.0,0.33,8.0,44.848097725091804,0.06,15.0,0.22
40,40.0,8.139096251893237,300.49200586156616,8.139096251893237,30.492005861566156,0.06,0.0,0.33,8.0,30.492005861566156,0.06,15.0,0.22
41,41.0,8.561236565235392,284.62608271994407,8.561236565235392,14.626082719944066,0.06,0.0,0.33,8.0,14.626082719944066,0.06,15.0,0.22
42,42.0,7.6433482047987065,282.45075782730095,7.6433482047987065,12.450757827300947,0.06,0.0,0.33,8.0,12.450757827300947,0.06,15.0,0.22
43,43.0,8.46987383133402,278.4380521461246,8.46987383133402,8.438052146124619,0.06,0.0,0.33,8.0,8.438052146124619,0.06,15.0,0.22
44,44.0,7.854757085642427,286.49774286162807,7.854757085642427,16.49774286162807,0.06,0.0,0.33,8.0,16.49774286162807,0.06,15.0,0.22
45,45.0,8.592499928257102,267.61084576896485,8.592499928257102,-2.3891542310351497,0.06,0.0,0.33,8.0,-2.3891542310351497,0.06,15.0,0.22
46,46.0,8.212340516319065,284.8662379510404,8.212340516319065,14.866237951040375,0.06,0.0,0.33,8.0,14.866237951040375,0.06,15.0,0.22
47,47.0,7.538893795088092,282.330297358951,7.538893795088092,12.330297358950986,0.06,0.0,0.33,8.0,12.330297358950986,0.06,15.0,0.22
48,48.0,8.061144562859985,288.3753769384851,8.061144562859985,18.37537693848509,0.06,0.0,0.33,8.0,18.37537693848509,0.06,15.0,0.22
49,49.0,8.5125476450454,262.1153660739565,8.5125476450454,-7.884633926043534,0.06,0.0,0.33,8.0,-7.884633926043534,0.06,15.0,0.22
50,50.0,8.341732386018293,285.42140000047334,8.341732386018293,15.42140000047334,0.06,0.0,0.33,8.0,15.42140000047334,0.06,15.0,0.22
51,51.0,8.63466254889508,302.48902553834654,8.63466254889508,32.48902553834654,0.06,0.0,0.33,8.0,32.48902553834654,0.06,15.0,0.22
52,52.0,8.033296484967238,274.87571412663243,8.033296484967238,4.875714126632431,0.06,0.0,0.33,8.0,4.875714126632431,0.06,15.0,0.22
53,53.0,8.150035456463025,275.4913274962716,8.150035456463025,5.4913274962715946,0.06,0.0,0.33,8.0,5.4913274962715946,0.06,15.0,0.22
54,54.0,7.892616501163646,298.5152898777981,7.892616501163646,28.515289877798125,0.06,0.0,0.33,8.0,28.515289877798125,0.06,15.0,0.22
55,55.0,8.146308097697021,304.0640645170378,8.146308097697021,34.06406451703782,0.06,0.0,0.33,8.0,34.06406451703782,0.06,15.0,0.22
56,56.0,8.450315664880586,284.93756189333163,8.450315664880586,14.937561893331633,0.06,0.0,0.33,8.0,14.937561893331633,0.06,15.0,0.22
57,57.0,7.76583250150765,268.5548665482829,7.76583250150765,-1.4451334517170835,0.06,0.0,0.33,8.0,-1.4451334517170835,0.06,15.0,0.22
58,58.0,8.289584403555343,294.6119977560322,8.289584403555343,24.611997756032224,0.06,0.0,0.33,8.0,24.611997756032224,0.06,15.0,0.22
59,59.0,8.517716132352568,276.1863224286813,8.517716132352568,6.186322428681308,0.06,0.0,0.33,8.0,6.186322428681308,0.06,15.0,0.22
60,60.0,8.735331381135637,289.4754997292188,8.735331381135637,19.475499729218825,0.06,0.0,0.33,8.0,19.475499729218825,0.06,15.0,0.22
61,61.0,7.130214298391658,294.87192249826825,7.130214298391658,24.871922498268248,0.06,0.0,0.33,8.0,24.871922498268248,0.06,15.0,0.22
62,62.0,8.165078034842638,304.296224276965,8.165078034842638,34.296224276965006,0.06,0.0,0.33,8.0,34.296224276965006,0.06,15.0,0.22
63,63.0,8.583124890025939,282.9607914104621,8.583124890025939,12.960791410462093,0.06,0.0,0.33,8.0,12.960791410462093,0.06,15.0,0.22
