,Time,FreestreamWindSpeed,FreestreamWindDir,TurbineWindSpeeds_0,TurbineWindDirs_0,TurbineTurbIntens_0,YawAngles_0,AxIndFactors_0,TurbineWindSpeeds_1,TurbineWindDirs_1,TurbineTurbIntens_1,YawAngles_1,AxIndFactors_1
0,0.0,10.498876876164488,272.1267984217402,10.498876876164488,2.1267984217402045,0.06,7.5,0.44,8.0,2.1267984217402045,0.06,0.0,0.33
1,1.0,10.46892025302919,276.9950406475972,10.46892025302919,6.995040647597193,0.06,7.5,0.44,8.0,6.995040647597193,0.06,0.0,0.33
2,2.0,10.561277919437385,272.7081095472461,10.561277919437385,2.7081095472461243,0.06,7.5,0.44,8.0,2.7081095472461243,0.06,0.0,0.33
3,3.0,10.069277708877982,266.19105666589127,10.069277708877982,-3.8089433341087897,0.06,7.5,0.44,8.0,-3.8089433341087897,0.06,0.0,0.33
4,4.0,9.796625515110325,257.88967818596143,9.796625515110325,-12.11032181403857,0.06,7.5,0.44,8.0,-12.11032181403857,0.06,0.0,0.33
5,5.0,9.193332350082317,286.78839180314634,9.193332350082317,16.78839180314634,0.06,7.5,0.44,8.0,16.78839180314634,0.06,0.0,0.33
6,6.0,9.259064753459278,269.32575791014705,9.259064753459278,-0.6742420898528962,0.06,7.5,0.44,8.0,-0.6742420898528962,0.06,0.0,0.33
7,7.0,9.927448408467036,275.9539961144453,9.927448408467036,5.953996114445317,0.06,7.5,0.44,8.0,5.953996114445317,0.06,0.0,0.33
8,8.0,10.525864006969053,262.8842211576318,10.525864006969053,-7.115778842368172,0.06,7.5,0.44,8.0,-7.115778842368172,0.06,0.0,0.33
9,9.0,10.193727162261041,273.6500627126829,10.193727162261041,3.6500627126828817,0.06,7.5,0.44,8.0,3.6500627126828817,0.06,0.0,0.33
10,10.0,10.22865898632657,299.5159218762756,10.22865898632657,29.515921876275627,0.06,7.5,0.44,8.0,29.515921876275627,0.06,0.0,0.33
11,11.0,10.471648124473505,267.13776889164046,10.471648124473505,-2.8622311083595378,0.06,7.5,0.44,8.0,-2.8622311083595378,0.06,0.0,0.33
12,12.0,10.154591005105463,263.4794567845093,10.154591005105463,-6.520543215490761,0.06,7.5,0.44,8.0,-6.520543215490761,0.06,0.0,0.33
